Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-September-2017,895.00,912.25,893.00,908.60,903.177411307115074843,509060,7467,459771493.00,330797,64.98,19.25,13.60
14-September-2017,886.40,896.30,881.60,892.30,891.505336585688899681,271803,7137,242313825.00,133742,49.21,14.70,5.90
13-September-2017,885.00,887.75,881.00,883.55,883.600174098879360724,408963,7136,361359778.00,279213,68.27,6.75,-1.45
12-September-2017,881.00,887.55,879.05,883.85,882.453375880627872223,266997,6853,235612404.00,132489,49.62,8.50,2.85
11-September-2017,890.00,892.20,874.00,878.55,881.140715595637023108,344077,9303,303180254.00,182044,52.91,18.20,-11.45
8-September-2017,896.10,898.00,882.25,884.40,889.331918026965616551,459029,9871,408229141.00,304493,66.33,15.75,-11.70
7-September-2017,898.00,900.85,892.55,895.55,896.309112052851618794,280332,5391,251264126.00,173389,61.85,8.30,-2.45
6-September-2017,899.00,900.00,890.25,895.70,894.015726076288199866,439334,7775,392771505.00,192036,43.71,9.75,-3.30
5-September-2017,903.35,904.50,897.25,901.10,900.698188914730467220,347416,6718,312916962.00,130582,37.59,7.25,-2.25
4-September-2017,921.25,921.75,893.60,901.30,904.690582608280927431,587084,13607,531129366.00,243959,41.55,28.15,-19.95
1-September-2017,915.20,926.20,910.25,920.10,919.925080822124323690,298495,7622,274593037.00,105528,35.35,15.95,4.90
31-August-2017,928.00,932.70,912.70,915.30,917.310342609040069404,994749,12306,912493546.00,,,20.00,-12.70
30-August-2017,935.10,939.55,924.00,926.65,930.622048861111523482,404166,10093,376125791.00,120498,29.81,15.55,-8.45
29-August-2017,943.40,943.40,926.00,927.55,933.274773029137726018,603822,14362,563531840.00,249737,41.36,17.40,-15.85
28-August-2017,947.00,953.50,937.90,941.15,944.857398384620200055,1421709,28732,1343312267.00,554197,38.98,15.60,-5.85
24-August-2017,907.00,918.80,902.35,912.50,911.456411974754960407,1304177,28155,1188700489.00,526553,40.37,16.45,5.50
23-August-2017,881.10,904.00,874.55,894.50,890.960276563210003638,2121468,47758,1890143716.00,536352,25.28,29.45,13.40
22-August-2017,892.50,897.00,861.50,877.15,877.144322327198224763,1967963,43912,1726187572.00,570140,28.97,35.50,-15.35
21-August-2017,929.00,929.00,870.00,873.50,890.280688292869366468,4476699,113153,3985518667.00,1723285,38.49,59.00,-55.50
18-August-2017,1021.50,1021.50,884.40,923.10,923.744461794688667724,8157426,156020,7535377090.00,3601624,44.15,137.10,-98.40
17-August-2017,1010.00,1028.90,998.00,1021.15,1014.110106258044513759,532195,13212,539704328.00,165771,31.15,30.90,11.15
16-August-2017,984.00,986.10,970.00,976.80,976.028192114186927901,90238,2569,88074832.00,20830,23.08,16.10,-7.20
14-August-2017,985.15,987.75,976.30,979.45,981.698798277745646166,77805,2426,76381075.00,27306,35.10,11.45,-5.70
11-August-2017,977.00,995.60,969.55,987.75,987.032783164175232659,154195,4662,152195520.00,46891,30.41,26.05,10.75
10-August-2017,971.90,988.00,970.00,982.50,982.393775111982621066,260085,6304,255505885.00,119614,45.99,18.00,10.60
9-August-2017,966.25,973.60,964.55,969.45,969.468410410434083411,84569,2472,81986974.00,28636,33.86,9.05,3.20
8-August-2017,970.00,971.05,955.55,964.60,963.891513493869900350,104566,3710,100790280.00,36195,34.61,15.50,-5.40
7-August-2017,982.00,983.65,966.00,968.15,972.200563922308271178,104979,2941,102060643.00,41800,39.82,17.65,-13.85
4-August-2017,985.20,988.60,977.30,985.35,982.669303955933900851,69895,2169,68683671.00,18889,27.02,11.30,0.15
3-August-2017,992.45,998.80,981.00,983.60,987.941376259011529552,76846,2941,75919343.00,25576,33.28,17.80,-8.85
2-August-2017,1005.00,1012.00,988.20,992.45,999.007780671515177712,92537,2565,92445183.00,18952,20.48,23.80,-12.55
1-August-2017,1007.00,1016.95,998.45,1005.00,1005.985139063923237213,80143,2636,80622667.00,24100,30.07,18.50,-2.00
31-July-2017,997.85,1021.00,987.35,1011.30,1010.408794047145988489,312052,10528,315300085.00,113063,36.23,33.65,13.45
28-July-2017,980.00,1002.00,963.00,997.85,992.223481244220485948,447702,7121,444220437.00,266115,59.44,39.00,17.85
27-July-2017,994.00,1003.75,968.00,972.30,990.856883961150331116,205819,5119,203937173.00,77699,37.75,35.75,-21.70
26-July-2017,996.00,999.00,991.10,993.75,993.794059146885626745,1200097,2143,1192649269.00,1165211,97.09,7.90,-2.25
25-July-2017,991.00,999.00,986.25,994.15,993.305168458669496418,128162,4523,127303977.00,47185,36.82,12.75,3.15
24-July-2017,981.10,993.75,981.10,991.20,990.815625372282084040,486862,3628,482390477.00,428952,88.11,12.65,10.10
21-July-2017,971.00,982.50,971.00,979.90,977.650062484378905273,120030,4058,117347337.00,41682,34.73,11.50,8.90
20-July-2017,980.00,980.00,967.05,969.00,970.559813791537355234,132110,5472,128220657.00,53093,40.19,12.95,-11.00
19-July-2017,989.00,989.40,970.00,979.90,975.910552794649978526,162990,7937,159063661.00,50913,31.24,19.40,-9.10
18-July-2017,984.90,1004.30,981.50,985.40,995.481069604992553719,225616,6984,224596457.00,80024,35.47,22.80,0.50
17-July-2017,973.25,991.20,973.25,985.35,984.876003170223383332,170335,6620,167758854.00,49845,29.26,17.95,12.10
14-July-2017,1000.00,1006.65,968.00,972.05,985.328081209505760558,685437,16258,675380324.00,131563,19.19,38.65,-27.95
13-July-2017,973.95,983.35,965.00,976.30,976.929846305631349334,324345,8576,316862311.00,118425,36.51,18.35,2.35
12-July-2017,976.00,980.55,969.55,973.80,974.749082341447996954,139213,6103,135697744.00,31811,22.85,11.00,-2.20
11-July-2017,955.00,988.90,955.00,975.80,979.085277413078698201,273437,9035,267718141.00,84550,30.92,33.90,20.80
10-July-2017,945.00,960.45,940.00,959.05,952.568382225496143513,1107744,37886,1055201910.00,662407,59.80,20.45,14.05
7-July-2017,945.00,947.00,934.40,936.00,940.390143712997728369,169922,3134,159792974.00,109775,64.60,12.60,-9.00
6-July-2017,946.00,957.00,944.30,947.50,950.076081358070110895,95135,2389,90385488.00,27360,28.76,12.70,1.50
5-July-2017,955.60,958.40,946.65,951.05,951.143468073257609986,95171,3113,90521275.00,28686,30.14,11.75,-4.55
4-July-2017,955.00,967.80,949.70,960.50,960.550428814951554067,113219,3986,108752559.00,37356,32.99,18.10,5.50
3-July-2017,935.00,954.00,935.00,951.40,945.102092781360515914,120175,3952,113577644.00,38713,32.21,19.00,16.40
30-June-2017,927.35,937.90,927.00,935.65,934.280193843217998292,79652,2343,74417286.00,31578,39.64,10.90,8.30
29-June-2017,927.00,947.30,925.30,929.50,938.974979185363796589,184966,5519,173678446.00,59762,32.31,22.00,2.50
28-June-2017,930.30,932.55,921.20,924.40,924.656001135670767182,429702,4116,397326533.00,236590,55.06,11.35,-5.90
27-June-2017,944.05,946.95,924.00,926.35,929.231415344307384070,168701,8555,156762269.00,64262,38.09,22.95,-17.70
23-June-2017,940.00,948.80,938.55,943.35,943.908358124949746723,99496,3538,93915106.00,26609,26.74,10.25,3.35
22-June-2017,945.00,968.30,935.85,940.30,953.604393541119038678,276952,6164,264102644.00,142097,51.31,32.45,-4.70
21-June-2017,943.50,949.00,936.50,943.95,941.084602917341977309,92550,4549,87097380.00,31289,33.81,12.50,0.45
20-June-2017,935.00,947.00,934.15,943.80,942.843461079378780624,148289,6502,139813314.00,56370,38.01,12.85,8.80
19-June-2017,938.60,940.45,928.00,929.45,932.178963361831436083,127026,5802,118410965.00,57216,45.04,12.45,-9.15
16-June-2017,951.90,952.90,936.00,940.50,943.518830755677368833,163456,4447,154223814.00,52589,32.17,16.90,-11.40
15-June-2017,955.00,967.00,950.00,952.30,955.197173620457604306,200610,3882,191622105.00,77849,38.81,17.00,-2.70
14-June-2017,957.00,961.95,951.50,958.65,958.062421738041572752,175692,2057,168323903.00,16573,9.43,10.45,1.65
13-June-2017,959.70,963.00,952.35,958.20,958.882775612772766091,101873,2493,97684265.00,34013,33.39,10.65,-1.50
12-June-2017,943.00,966.70,940.00,963.80,953.270174196159223015,217456,6004,207294319.00,74018,34.04,26.70,20.80
9-June-2017,940.00,952.00,923.05,948.65,932.540396738412269042,1029192,15501,959763116.00,400351,38.90,28.95,8.65
8-June-2017,961.10,964.70,949.00,956.30,952.531486824010528976,609366,5501,580440302.00,494425,81.14,15.70,-4.80
7-June-2017,982.05,988.70,945.50,961.50,959.624032656765784576,458343,10778,439836958.00,105114,22.93,43.20,-20.55
6-June-2017,965.00,986.85,965.00,979.45,980.555989752941687291,667899,5951,654912365.00,561707,84.10,21.85,14.45
5-June-2017,969.00,969.75,958.25,960.20,961.862379491276166960,220316,3295,211913672.00,143314,65.05,11.50,-8.80
2-June-2017,970.95,975.10,965.00,969.45,967.310757894393635578,306705,1788,296679046.00,268175,87.44,10.10,-1.50
1-June-2017,969.00,979.55,959.35,970.95,969.701421754984870820,103112,3317,99987853.00,35327,34.26,20.20,1.95
31-May-2017,991.15,992.15,975.10,976.95,984.331639431702468118,103115,4466,101499357.00,49176,47.69,17.05,-14.20
30-May-2017,985.30,1000.00,979.85,996.45,995.436879417129998798,91547,3923,91129260.00,38487,42.04,20.15,11.15
29-May-2017,992.70,996.85,976.00,985.30,980.372140847307631214,352552,4372,345632159.00,274359,77.82,20.85,-7.40
26-May-2017,980.00,1000.00,980.00,996.20,993.296127872041030321,184059,6215,182825092.00,84842,46.10,20.00,16.20
25-May-2017,959.90,984.90,959.90,981.90,973.383473475592157164,207884,6233,202350850.00,104599,50.32,25.00,22.00
24-May-2017,957.15,965.30,950.40,953.55,959.085773410665014922,142072,3501,136259234.00,60039,42.26,14.90,-3.60
23-May-2017,963.00,966.75,953.85,957.40,959.582513216754778365,713110,5388,684287886.00,642495,90.10,12.90,-5.60
22-May-2017,957.80,966.50,956.55,959.75,960.652739983400296482,242173,4672,232644156.00,175440,72.44,9.95,1.95
19-May-2017,956.00,962.75,947.80,957.90,953.121098129702149786,123082,4356,117312051.00,36756,29.86,14.95,1.90
18-May-2017,949.00,973.85,944.00,961.70,966.551088628073580301,662623,8156,640458982.00,514537,77.65,29.85,12.70
17-May-2017,955.00,958.30,944.20,952.20,945.868798953739434031,1393152,4375,1317739009.00,71781,5.15,14.10,-2.80
16-May-2017,952.00,960.15,948.00,956.50,953.854429529671093694,126571,3012,120730309.00,30433,24.04,12.15,4.50
15-May-2017,965.00,965.70,949.25,951.95,952.797000731528895391,150370,3339,143272085.00,43316,28.81,16.45,-13.05
12-May-2017,950.00,965.70,950.00,963.90,959.159764526186989845,839329,6777,805050606.00,209651,24.98,15.70,13.90
11-May-2017,945.00,948.70,937.75,943.85,944.782429036187304377,64857,1992,61275754.00,23438,36.14,10.95,-1.15
10-May-2017,947.00,949.70,937.20,943.20,944.061720518882675973,79941,2182,75469238.00,33125,41.44,12.50,-3.80
9-May-2017,949.90,951.00,942.25,946.70,947.358009666539170346,201313,2353,190715483.00,146941,72.99,8.75,-3.20
8-May-2017,936.00,948.45,932.75,945.45,940.891985224301861269,153766,5485,144677197.00,82616,53.73,15.70,9.45
5-May-2017,936.00,936.40,921.25,931.50,928.876897901499725716,107553,3298,99903497.00,31594,29.38,15.15,-4.50
4-May-2017,935.00,939.20,929.15,936.30,935.212577560681213812,106046,3090,99175553.00,28090,26.49,10.05,1.30
3-May-2017,924.30,938.80,918.20,935.65,932.314802587552977916,224150,5225,208978363.00,59400,26.50,20.60,11.35
2-May-2017,924.80,925.75,915.65,921.00,921.214097369605762428,77745,2757,71619790.00,30270,38.93,10.10,-3.80
28-April-2017,925.05,926.50,916.90,919.40,920.444815182695738545,103697,3029,95447366.00,46632,44.97,9.60,-5.65
27-April-2017,920.00,926.45,916.00,923.95,922.572091994692613887,126616,3355,116812388.00,41033,32.41,10.45,3.95
26-April-2017,933.00,934.70,910.40,914.05,917.301681589045218568,265820,9858,243837133.00,110632,41.62,24.30,-18.95
25-April-2017,929.80,933.00,920.50,929.00,928.859655623903752563,161916,4646,150397240.00,58626,36.21,12.50,-0.80
24-April-2017,918.80,928.00,913.00,926.05,919.554064739814073255,197282,5498,181411465.00,76750,38.90,15.00,7.25
21-April-2017,934.20,934.20,921.30,923.70,925.925441360774853483,138039,3457,127813822.00,58306,42.24,12.90,-10.50
20-April-2017,920.00,929.80,919.05,927.65,924.371500945906948407,187122,6480,172970244.00,67404,36.02,10.75,7.65
19-April-2017,929.80,929.80,912.00,918.80,917.817662452067571769,308768,8585,283392724.00,123095,39.87,17.80,-11.00
18-April-2017,925.00,934.00,919.55,922.40,926.564954013223506814,270730,7986,250848930.00,97481,36.01,14.45,-2.60
17-April-2017,932.00,932.35,921.90,924.80,926.946677803716633469,280146,7932,259680404.00,99502,35.52,10.45,-7.20
13-April-2017,974.00,990.95,927.00,931.40,942.883845989354411529,1552568,46351,1463891287.00,449623,28.96,63.95,-42.60
12-April-2017,972.00,976.05,961.05,968.80,968.714439954926708753,212099,6185,205463364.00,75815,35.75,15.00,-3.20
11-April-2017,955.00,971.20,955.00,967.15,966.227862387298849845,157718,5571,152391526.00,69259,43.91,16.20,12.15
10-April-2017,982.00,991.00,950.00,952.95,965.201208080394012647,331766,11770,320220944.00,173341,52.25,41.00,-29.05
7-April-2017,1000.00,1000.00,979.00,981.25,986.385172808593422755,214862,7715,211936691.00,96104,44.73,21.00,-18.75
6-April-2017,995.10,1005.80,992.00,999.15,1000.134141847298066936,89547,3164,89559012.00,27871,31.12,13.80,4.05
5-April-2017,1005.00,1006.00,991.00,995.40,997.502400867852350909,175145,6067,174707558.00,81488,46.53,15.00,-9.60
3-April-2017,1027.10,1030.50,1006.55,1009.45,1011.331675843192541929,157467,5491,159251365.00,63991,40.64,23.95,-17.65
31-March-2017,1026.00,1028.80,1009.80,1020.80,1022.889774395731043084,316705,4969,323954306.00,26315,8.31,19.00,-5.20
30-March-2017,1034.20,1035.85,1020.10,1024.50,1027.419379666527599948,139022,4709,142833897.00,63292,45.53,15.75,-9.70
29-March-2017,1035.00,1040.50,1025.85,1031.35,1033.851664237763301903,341718,2349,353285723.00,127931,37.44,14.65,-3.65
28-March-2017,1026.25,1038.75,1026.25,1035.10,1035.093695566668539641,71188,2263,73686250.00,29987,42.12,12.50,8.85
27-March-2017,1033.00,1041.95,1024.30,1028.80,1034.648673339530133603,250667,6298,259352279.00,137379,54.81,17.65,-4.20
24-March-2017,1040.40,1043.95,1026.00,1031.80,1033.747082441306431964,138729,5340,143410699.00,69004,49.74,17.95,-8.60
23-March-2017,1028.00,1042.55,1026.55,1040.60,1037.726340635145725267,107188,3720,111231811.00,59190,55.22,16.00,12.60
22-March-2017,1020.00,1039.00,1020.00,1027.80,1029.325774545955819002,116068,4497,119471784.00,42984,37.03,19.00,7.80
21-March-2017,1021.00,1034.80,1018.90,1032.00,1027.562500000000000000,101168,3428,103956443.00,29134,28.80,15.90,11.00
20-March-2017,1029.00,1029.00,1015.90,1020.60,1019.963877661204418438,137062,4581,139798289.00,61308,44.73,13.10,-8.40
17-March-2017,1035.00,1042.50,1020.45,1040.00,1032.359168565433143906,111037,4936,114630065.00,42886,38.62,22.05,5.00
16-March-2017,1012.00,1032.00,1012.00,1028.50,1024.639363605590212292,103395,4234,105942587.00,47360,45.80,20.00,16.50
15-March-2017,1035.00,1035.00,1008.00,1012.10,1015.186140490473934073,111851,5505,113549585.00,39336,35.17,27.00,-22.90
14-March-2017,1032.50,1041.75,1023.65,1035.00,1034.334008886577958450,169244,5643,175054825.00,87866,51.92,18.10,2.50
10-March-2017,1011.70,1027.50,1011.70,1020.10,1020.473151613378517754,169675,4365,173148782.00,117882,69.48,15.80,8.40
9-March-2017,1007.25,1013.00,999.00,1011.60,1008.380439965322930212,92280,4437,93053347.00,30869,33.45,14.00,4.35
8-March-2017,1020.00,1020.00,1004.25,1007.25,1010.038727954105465072,112606,3843,113736421.00,44246,39.29,15.75,-12.75
7-March-2017,1024.00,1025.50,1015.00,1019.70,1019.870825172015468836,119466,5266,121839888.00,55684,46.61,10.50,-4.30
6-March-2017,1019.80,1035.90,1018.00,1033.85,1029.159707172342621259,155040,5552,159560921.00,53860,34.74,17.90,14.05
3-March-2017,1010.10,1034.25,1000.50,1031.15,1019.098402429080296982,186408,8606,189968095.00,66027,35.42,33.75,21.05
2-March-2017,1025.00,1027.90,1016.10,1020.65,1023.142135567149597788,96218,3676,98444690.00,26290,27.32,11.80,-4.35
1-March-2017,1014.60,1026.20,1011.80,1025.00,1023.545025869408605671,152690,6736,156285090.00,57880,37.91,14.40,10.40
28-February-2017,1011.00,1021.85,1009.00,1012.30,1015.108294588980116727,80872,3349,82093838.00,28908,35.75,12.85,1.30
27-February-2017,1005.50,1022.45,1005.50,1012.75,1017.119494197575008939,153815,7666,156448235.00,64491,41.93,16.95,7.25
23-February-2017,991.00,1019.90,991.00,1009.05,1009.903292252559896363,201473,7970,203468246.00,64010,31.77,28.90,18.05
22-February-2017,1012.70,1015.00,988.25,991.85,995.424821627681677766,164123,7235,163372108.00,57989,35.33,26.75,-20.85
21-February-2017,1020.00,1024.80,1000.10,1012.95,1015.184974759446717969,263663,5381,267666716.00,62642,23.76,24.70,-7.05
20-February-2017,998.90,1028.10,993.50,1011.70,1004.807336506468121931,134042,4404,134686385.00,46850,34.95,34.60,12.80
17-February-2017,1011.90,1012.05,993.40,999.70,1001.111613206229928536,157562,5772,157737148.00,35300,22.40,18.65,-12.20
16-February-2017,992.00,1014.80,990.00,1011.90,1004.105651913555824074,374068,13770,375603793.00,174289,46.59,24.80,19.90
15-February-2017,982.15,998.00,969.90,982.35,982.055872763851146190,294759,9185,289469807.00,99709,33.83,28.10,0.20
14-February-2017,982.55,988.50,972.70,987.30,979.325900616799594759,503405,5234,492997555.00,389767,77.43,15.80,4.75
13-February-2017,975.00,985.00,963.10,983.50,977.610225471757918982,473230,9927,462634487.00,253287,53.52,21.90,8.50
10-February-2017,945.00,971.80,944.00,968.05,965.601697339563268809,1185031,10423,1144267945.00,834603,70.43,27.80,23.05
9-February-2017,936.00,949.90,936.00,948.10,944.444387994254177062,330675,7828,312304148.00,203916,61.67,13.90,12.10
8-February-2017,940.00,943.95,932.35,936.45,936.850152372200127813,189339,6417,177382271.00,58869,31.09,11.60,-3.55
7-February-2017,934.90,949.40,929.05,944.75,940.155192334900099036,254452,6701,239224369.00,92164,36.22,20.35,9.85
6-February-2017,939.00,941.65,931.00,934.45,935.678543254688445251,206625,5051,193334579.00,108079,52.31,10.65,-4.55
3-February-2017,934.00,940.70,921.50,934.95,929.502023202541934530,338325,8565,314473772.00,82890,24.50,19.20,0.95
2-February-2017,916.00,945.20,911.00,935.35,930.741103698893414933,457353,10478,425677236.00,202259,44.22,34.20,19.35
1-February-2017,921.90,923.20,906.00,916.55,913.281326042255924000,334107,12496,305133684.00,97689,29.24,17.20,-5.35
31-January-2017,943.90,947.00,905.00,929.30,922.827919688122592165,870855,23940,803649308.00,428687,49.23,42.00,-14.60
30-January-2017,938.70,951.90,929.65,948.35,942.535901940672888464,492355,9028,464062264.00,326516,66.32,22.25,9.65
27-January-2017,935.00,948.00,926.40,942.15,939.603498314084361527,319411,9202,300119693.00,149270,46.73,21.60,7.15
25-January-2017,948.75,950.00,935.00,936.65,940.312188887394053545,222990,7921,209680215.00,114548,51.37,15.00,-12.10
24-January-2017,952.85,953.00,940.15,945.10,944.128498423918234788,125628,4486,118608975.00,47025,37.43,12.85,-7.75
23-January-2017,947.00,957.50,939.50,951.75,952.873530722915361739,177213,5621,168861577.00,65815,37.14,18.00,4.75
20-January-2017,953.00,955.00,946.00,948.80,948.930671166443487387,221048,7143,209759227.00,137889,62.38,9.00,-4.20
19-January-2017,951.00,960.30,949.60,958.55,953.653213084919879283,284633,6358,271441175.00,155807,54.74,10.70,7.55
18-January-2017,958.00,961.00,950.00,950.90,954.914523120489858780,161026,6159,153766066.00,89402,55.52,11.00,-7.10
17-January-2017,959.80,964.75,954.00,956.05,958.029817513406984897,211084,7596,202224766.00,119137,56.44,10.75,-3.75
16-January-2017,965.00,965.50,952.50,955.70,959.037540241174223822,274905,10340,263644215.00,107305,39.03,13.00,-9.30
13-January-2017,1026.35,1045.00,964.00,975.15,991.295950915789091379,1266558,46053,1255533817.00,337431,26.64,81.00,-51.20
12-January-2017,972.25,1004.40,972.25,1000.05,991.368496452871130535,261761,8578,259501609.00,134210,51.27,32.15,27.80
11-January-2017,978.00,978.00,964.00,969.00,968.115835390179915863,193257,8497,187095162.00,100293,51.90,14.00,-9.00
10-January-2017,976.25,980.95,968.00,970.60,974.076089498032205830,457619,12589,445755726.00,370235,80.90,12.95,-5.65
9-January-2017,974.00,976.85,965.00,970.55,969.455547605901063093,257174,5672,249318761.00,147901,57.51,11.85,-3.45
6-January-2017,993.00,998.95,968.45,971.45,971.731788366678194026,887743,16337,862648093.00,670566,75.54,30.50,-21.55
5-January-2017,999.00,1009.00,989.10,996.40,999.357101838959043549,520675,6097,520340259.00,448326,86.10,19.90,-2.60
4-January-2017,994.60,1003.30,993.70,998.30,999.227978186451238037,142847,3795,142736719.00,81600,57.12,9.60,3.70
3-January-2017,1002.35,1005.90,980.80,994.65,991.549573195072918982,418341,8769,414805840.00,251027,60.01,25.10,-7.70
2-January-2017,1012.00,1013.10,1000.00,1001.60,1005.411849885362616145,74583,3017,74986632.00,24385,32.70,13.10,-10.40
30-December-2016,995.25,1012.00,993.00,1010.70,1004.059467753271989746,217681,7180,218564669.00,100226,46.04,19.00,15.45
29-December-2016,1000.00,1007.45,986.40,994.10,996.457062437577555158,165205,5688,164619689.00,97135,58.80,21.05,-5.90
28-December-2016,999.50,1009.75,995.20,999.15,1001.338573888288431657,452433,6060,453038615.00,372428,82.32,14.55,-0.35
27-December-2016,983.10,1002.90,982.25,999.25,995.612950693490695603,132518,3821,131936637.00,74938,56.55,20.65,16.15
26-December-2016,989.00,993.85,976.00,983.00,984.122832906411255893,107748,3810,106037267.00,49236,45.70,17.85,-6.00
23-December-2016,981.35,1006.60,975.00,989.30,990.270987011811558130,154679,7093,153174126.00,50491,32.64,31.60,7.95
22-December-2016,1002.90,1006.90,970.20,985.20,991.898830273452629948,348543,6883,345719394.00,242380,69.54,36.70,-17.70
21-December-2016,1015.00,1020.95,1001.05,1003.70,1013.748913588856100485,117589,6125,119205721.00,45394,38.60,19.90,-11.30
20-December-2016,998.00,1018.95,998.00,1010.40,1012.764754670180606154,129010,5290,130656781.00,59933,46.46,20.95,12.40
19-December-2016,1005.00,1006.05,994.20,1002.20,1000.688097350108069614,80041,2766,80096076.00,32867,41.06,11.85,-2.80
16-December-2016,999.20,1009.00,998.00,1004.20,1003.910771468868920369,112733,4206,113173873.00,30982,27.48,11.00,5.00
15-December-2016,997.90,1018.90,990.00,993.25,1007.512743830673947018,259145,9415,261091890.00,87531,33.78,28.90,-4.65
14-December-2016,991.55,1004.00,984.00,999.05,998.254186198231285942,331088,7385,330509982.00,178106,53.79,20.00,7.50
13-December-2016,977.00,991.85,973.50,990.05,983.727762597376147723,117842,3749,115924447.00,63391,53.79,18.35,13.05
12-December-2016,981.00,981.50,965.45,977.50,973.669577954076437629,183653,3508,178817339.00,101684,55.37,16.05,-3.50
9-December-2016,986.50,1007.05,983.00,987.35,994.906240154586125055,190444,6546,189473924.00,49971,26.24,24.05,0.85
8-December-2016,966.60,987.80,966.60,984.75,982.565691049332370144,85826,3872,84329683.00,34954,40.73,21.20,18.15
7-December-2016,967.20,972.60,960.90,966.60,966.915718058094657729,123075,4257,119003152.00,55746,45.29,11.70,-0.60
6-December-2016,966.50,978.70,962.70,966.95,971.948181599978664580,112489,2746,109333479.00,67242,59.78,16.00,0.45
5-December-2016,965.00,968.20,957.90,961.40,962.454412072940683294,85878,3095,82653660.00,22231,25.89,10.30,-3.60
2-December-2016,969.00,969.90,961.00,964.10,966.328783952823445318,89536,3004,86521214.00,20779,23.21,8.90,-4.90
1-December-2016,976.00,984.00,969.45,976.05,974.799283729422268591,99683,3299,97170917.00,44201,44.34,14.55,0.05
30-November-2016,970.00,977.50,962.00,975.45,970.672489144632329579,141635,3731,137481198.00,73028,51.56,15.50,5.45
29-November-2016,983.00,983.45,967.40,972.65,976.285491859999271588,109828,3997,107223483.00,31220,28.43,16.05,-10.35
28-November-2016,994.80,994.80,970.65,979.65,978.912122978328156895,375741,5017,367817420.00,251288,66.88,24.15,-15.15
25-November-2016,930.30,984.90,930.30,977.30,969.713416294383994030,396652,13551,384638766.00,109572,27.62,54.60,47.00
24-November-2016,923.30,940.00,922.90,932.70,935.085864707543214700,350633,6231,327871962.00,243593,69.47,17.10,9.40
23-November-2016,924.00,924.00,913.20,920.50,918.827557008963765365,171245,4296,157344625.00,103186,60.26,10.80,-3.50
22-November-2016,921.75,928.00,912.00,913.95,919.270754388678369808,103448,5352,95096721.00,43403,41.96,16.00,-7.80
21-November-2016,930.90,930.90,906.75,911.15,918.967883288884187940,132361,4760,121635508.00,54822,41.42,24.15,-19.75
18-November-2016,929.80,932.90,918.00,919.80,925.875005991353278947,104317,4647,96584503.00,44330,42.50,14.90,-10.00
17-November-2016,934.80,949.00,926.25,929.55,936.929977715836465128,135971,5445,127395306.00,50258,36.96,22.75,-5.25
16-November-2016,926.10,956.70,926.10,940.10,944.929125053443985222,182434,7726,172387200.00,70673,38.74,30.60,14.00
15-November-2016,922.00,938.00,909.55,924.75,925.444917731221257026,244625,10252,226386963.00,113620,46.45,28.45,2.75
11-November-2016,940.00,942.00,919.00,921.85,928.673172360694971382,215606,8403,200227508.00,88866,41.22,23.00,-18.15
10-November-2016,961.05,965.20,935.00,938.60,945.464910406413014647,271448,11185,256644559.00,128357,47.29,30.20,-22.45
9-November-2016,940.00,973.70,900.30,955.85,946.783517829153605015,408320,19062,386590646.00,133145,32.61,73.40,15.85
8-November-2016,986.05,990.00,970.95,982.80,979.153006356004214676,147105,6390,144038303.00,65694,44.66,19.05,-3.25
7-November-2016,982.25,990.00,975.60,978.75,981.081540278142219889,106708,4997,104689249.00,53480,50.12,14.40,-3.50
4-November-2016,966.90,978.85,962.00,970.80,970.715047579725531831,203448,7934,197490035.00,89256,43.87,16.85,3.90
3-November-2016,984.50,984.50,965.10,966.90,972.278856760822329934,209405,10057,203600054.00,107221,51.20,19.40,-17.60
2-November-2016,988.00,988.00,980.00,981.10,983.095315607329138918,141299,6832,138910385.00,59793,42.32,8.00,-6.90
1-November-2016,1009.85,1009.85,986.00,988.85,992.590932969795379652,230329,8919,228622477.00,158942,69.01,23.85,-21.00
30-October-2016,1001.00,1006.45,1000.00,1002.50,1002.707015521064301552,56375,3298,56527608.00,37209,66.00,6.45,1.50
28-October-2016,1007.00,1009.80,994.00,997.45,998.929331964910946956,236769,10368,236515499.00,98985,41.81,15.80,-9.55
27-October-2016,1015.90,1019.80,1004.35,1006.15,1009.382607125563224805,121843,6937,122986205.00,46674,38.31,15.45,-9.75
26-October-2016,1020.00,1020.60,1010.10,1014.85,1013.844299674267100977,142755,6234,144731343.00,62164,43.55,10.50,-5.15
25-October-2016,1029.90,1035.90,1015.50,1017.35,1022.192534729927655230,112655,5077,115155100.00,57724,51.24,20.40,-12.55
24-October-2016,1040.00,1042.00,1027.00,1029.00,1032.664451608658464372,75995,5015,78477335.00,29795,39.21,15.00,-11.00
21-October-2016,1035.00,1041.00,1025.05,1038.10,1036.076456724216265333,70432,2770,72972937.00,29573,41.99,15.95,3.10
20-October-2016,1041.10,1049.95,1035.00,1036.95,1039.810868077366610101,106661,5482,110907267.00,52538,49.26,14.95,-4.15
19-October-2016,1042.00,1045.05,1035.00,1041.60,1041.935230019415936918,126185,4395,131476597.00,57116,45.26,10.05,-0.40
